subscriber_id,signup_date,plan,payment_method,age,gender,country,device_primary,churned_30d
S005850,2021-06-16,premium,paypal,34.0,F,UK,tv,0
S005851,2025-12-19,premium,debit_card,28.0,F,UK,mobile,0
S005852,2025-07-20,premium,credit_card,16.0,M,UK,tv,0
S005853,2026-05-21,basic,credit_card,17.0,other,UK,mobile,0
S005854,2025-11-19,basic,credit_card,45.0,M,IE,mobile,0
S005855,2025-02-17,basic,debit_card,48.0,F,UK,tablet,0
S005856,2024-05-19,premium,paypal,51.0,M,UK,tablet,0
S005857,2024-10-18,standard,debit_card,36.0,F,UK,tv,0
S005858,2026-03-21,standard,credit_card,23.0,M,UK,tv,0
S005859,2026-05-21,standard,paypal,29.0,other,UK,tv,1
S005860,2022-10-17,basic,paypal,17.0,F,UK,mobile,0
S005861,2025-07-20,standard,debit_card,17.0,F,UK,tv,0
S005862,2025-09-19,basic,debit_card,36.0,F,UK,mobile,0
S005863,2025-11-19,standard,paypal,39.0,M,UK,mobile,0
S005864,2025-10-19,standard,credit_card,55.0,M,UK,mobile,0
S005865,2025-10-19,standard,debit_card,33.0,F,UK,tv,0
S005866,2024-06-18,basic,voucher,19.0,F,UK,laptop,0
S005867,2025-10-19,premium,paypal,32.0,M,UK,laptop,0
S005868,2024-09-18,standard,credit_card,30.0,M,UK,tv,0
S005869,2025-07-20,basic,paypal,28.0,M,UK,laptop,0
S005870,2024-09-18,basic,credit_card,37.0,F,IE,tablet,0
S005871,2024-04-18,standard,debit_card,20.0,F,UK,tv,0
S005872,2023-08-18,basic,debit_card,35.0,F,UK,mobile,0
S005873,2021-10-16,basic,credit_card,41.0,M,UK,tv,0
S005874,2023-12-18,basic,credit_card,49.0,F,UK,tablet,0
S005875,2022-12-17,basic,debit_card,37.0,M,UK,laptop,0
S005876,2026-02-18,standard,credit_card,45.0,M,UK,mobile,1
S005877,2025-10-19,standard,debit_card,29.0,F,UK,mobile,0
S005878,2026-04-20,basic,debit_card,,F,UK,tablet,0
S005879,2026-04-20,standard,debit_card,48.0,F,UK,mobile,0
S005880,2024-12-18,basic,paypal,18.0,F,UK,mobile,0
S005881,2026-02-18,basic,paypal,29.0,M,UK,mobile,0
S005882,2025-07-20,basic,paypal,46.0,M,UK,tablet,0
S005883,2024-09-18,premium,debit_card,31.0,M,UK,mobile,0
S005884,2024-10-18,premium,credit_card,30.0,M,UK,tv,0
S005885,2026-04-20,standard,debit_card,31.0,F,UK,tv,0
S005886,2026-05-21,basic,paypal,35.0,F,UK,mobile,0
S005887,2025-11-19,basic,paypal,45.0,M,UK,mobile,0
S005888,2022-01-16,basic,debit_card,44.0,F,UK,mobile,0
S005889,2026-05-21,premium,paypal,34.0,M,UK,mobile,0
S005890,2026-04-20,basic,debit_card,46.0,M,UK,laptop,0
S005891,2025-08-19,premium,debit_card,37.0,M,UK,laptop,0
S005892,2026-01-19,standard,credit_card,43.0,F,UK,mobile,0
S005893,2025-12-19,standard,debit_card,22.0,F,IE,tablet,1
S005894,2025-07-20,premium,credit_card,53.0,other,UK,mobile,1
S005895,2021-06-16,basic,credit_card,36.0,F,UK,mobile,0
S005896,2024-07-19,premium,credit_card,16.0,F,UK,tv,0
S005897,2026-05-21,basic,debit_card,52.0,F,UK,mobile,0
S005898,2025-08-19,premium,debit_card,,F,UK,mobile,0
S005899,2025-01-18,standard,paypal,29.0,F,UK,mobile,0
S005900,2025-11-19,basic,paypal,27.0,F,UK,tablet,0
S005901,2022-01-16,premium,credit_card,38.0,M,UK,tv,0
S005902,2024-08-18,basic,credit_card,24.0,,UK,tv,0
S005903,2026-02-18,basic,credit_card,27.0,F,IE,laptop,0
S005904,2026-05-21,premium,credit_card,27.0,M,UK,tv,0
S005905,2025-09-19,standard,debit_card,30.0,F,UK,tv,0
S005906,2023-11-18,premium,debit_card,28.0,other,UK,mobile,0
S005907,2025-01-18,standard,credit_card,43.0,M,UK,tv,0
S005908,2026-03-21,standard,debit_card,36.0,M,UK,tablet,0
S005909,2022-02-15,basic,paypal,38.0,M,UK,tv,0
S005910,2026-04-20,basic,credit_card,40.0,F,UK,laptop,0
S005911,2025-03-20,premium,paypal,32.0,F,UK,tv,0
S005912,2025-01-18,basic,credit_card,22.0,M,IE,tv,0
S005913,2022-01-16,standard,credit_card,53.0,F,UK,mobile,0
S005914,2025-12-19,basic,debit_card,44.0,F,UK,tv,1
S005915,2024-11-18,basic,credit_card,51.0,M,UK,tv,0
S005916,2025-11-19,standard,credit_card,45.0,M,IE,tv,0
S005917,2025-02-17,premium,credit_card,28.0,M,UK,tv,0
S005918,2026-05-21,premium,credit_card,16.0,F,UK,tablet,0
S005919,2024-11-18,premium,debit_card,20.0,M,UK,laptop,0
S005920,2026-05-21,basic,credit_card,41.0,M,UK,mobile,0
S005921,2025-08-19,standard,credit_card,32.0,M,UK,mobile,0
S005922,2026-02-18,basic,debit_card,29.0,F,UK,mobile,0
S005923,2023-09-18,standard,debit_card,16.0,F,UK,tv,0
S005924,2026-02-18,basic,debit_card,33.0,M,UK,mobile,0
S005925,2025-12-19,standard,debit_card,22.0,F,UK,laptop,0
S005926,2025-02-17,basic,paypal,26.0,F,UK,tv,0
S005927,2025-03-20,premium,credit_card,43.0,F,UK,tv,0
S005928,2025-01-18,premium,paypal,22.0,F,UK,tv,0
S005929,2026-01-19,premium,debit_card,23.0,F,UK,mobile,0
S005930,2024-02-17,basic,paypal,36.0,M,UK,laptop,0
S005931,2023-11-18,premium,credit_card,43.0,M,UK,tv,0
S005932,2025-08-19,basic,paypal,29.0,F,UK,tv,0
S005933,2025-02-17,basic,paypal,50.0,M,UK,tv,0
S005934,2022-06-17,basic,credit_card,19.0,M,UK,tablet,0
S005935,2024-11-18,basic,debit_card,18.0,F,UK,mobile,0
S005936,2025-06-19,standard,credit_card,17.0,F,UK,tv,0
S005937,2025-10-19,basic,credit_card,16.0,M,UK,tv,0
S005938,2024-11-18,standard,debit_card,37.0,F,UK,tv,0
S005939,2024-12-18,standard,debit_card,23.0,M,IE,laptop,0
S005940,2022-07-18,premium,debit_card,18.0,F,UK,mobile,0
S005941,2026-03-21,standard,credit_card,38.0,,UK,tv,0
S005942,2025-12-19,standard,credit_card,43.0,F,UK,laptop,0
S005943,2025-11-19,basic,credit_card,45.0,F,UK,laptop,0
S005944,2026-04-20,premium,credit_card,43.0,other,UK,tv,0
S005945,2021-08-16,basic,debit_card,23.0,,UK,tv,0
S005946,2023-05-19,basic,credit_card,37.0,F,UK,laptop,0
S005947,2023-02-16,basic,paypal,39.0,M,UK,tv,0
S005948,2024-10-18,standard,paypal,28.0,M,UK,tv,0
S005949,2024-11-18,standard,voucher,35.0,M,UK,mobile,0
S005950,2024-05-19,standard,credit_card,20.0,F,UK,tablet,0
S005951,2025-08-19,basic,credit_card,27.0,M,UK,tv,0
S005952,2026-01-19,standard,credit_card,38.0,F,UK,tv,0
S005953,2024-10-18,standard,credit_card,50.0,,UK,tablet,0
S005954,2025-02-17,basic,paypal,46.0,M,UK,tablet,0
S005955,2022-10-17,standard,debit_card,41.0,M,UK,tv,0
S005956,2025-11-19,standard,voucher,34.0,M,UK,tv,1
S005957,2026-03-21,standard,paypal,33.0,M,UK,mobile,0
S005958,2022-09-17,basic,credit_card,18.0,F,UK,tv,0
S005959,2025-09-19,standard,debit_card,24.0,,UK,mobile,0
S005960,2023-12-18,basic,credit_card,25.0,F,UK,tv,0
S005961,2025-01-18,basic,paypal,40.0,M,UK,tablet,0
S005962,2025-06-19,basic,debit_card,44.0,F,UK,tv,0
S005963,2025-08-19,standard,credit_card,42.0,F,UK,tv,0
S005964,2021-06-16,basic,paypal,47.0,M,UK,tv,0
S005965,2023-10-18,standard,paypal,34.0,M,UK,tv,0
S005966,2024-05-19,basic,paypal,23.0,F,UK,mobile,0
S005967,2025-10-19,premium,credit_card,33.0,F,IE,mobile,1
S005968,2025-06-19,basic,paypal,26.0,M,UK,tablet,0
S005969,2025-09-19,standard,debit_card,41.0,F,UK,mobile,0
S005970,2021-06-16,premium,credit_card,30.0,M,UK,mobile,0
S005971,2021-08-16,standard,credit_card,32.0,M,UK,tablet,0
S005972,2024-10-18,basic,credit_card,41.0,M,UK,tv,0
S005973,2022-01-16,standard,credit_card,25.0,F,UK,tablet,0
S005974,2025-11-19,premium,debit_card,44.0,M,UK,mobile,0
S005975,2024-07-19,premium,paypal,19.0,F,UK,tv,0
S005976,2024-08-18,basic,voucher,37.0,M,UK,mobile,0
S005977,2025-04-19,standard,credit_card,33.0,M,UK,laptop,0
S005978,2025-10-19,basic,debit_card,43.0,M,UK,tv,0
S005979,2023-05-19,basic,credit_card,18.0,F,UK,mobile,0
S005980,2023-09-18,standard,credit_card,17.0,F,UK,mobile,0
S005981,2025-07-20,standard,paypal,42.0,F,UK,mobile,1
S005982,2026-02-18,standard,paypal,29.0,M,IE,tv,0
S005983,2025-10-19,premium,voucher,33.0,M,UK,tv,0
S005984,2023-04-18,basic,debit_card,26.0,M,UK,tv,0
S005985,2024-04-18,standard,paypal,44.0,F,IE,tablet,0
S005986,2025-11-19,standard,credit_card,37.0,F,UK,tv,0
S005987,2024-09-18,basic,debit_card,36.0,F,UK,mobile,0
S005988,2026-04-20,standard,credit_card,21.0,M,UK,tv,0
S005989,2024-07-19,premium,credit_card,39.0,F,UK,tv,0
S005990,2025-09-19,standard,voucher,23.0,F,IE,mobile,0
S005991,2024-07-19,basic,credit_card,26.0,F,UK,mobile,0
S005992,2024-08-18,standard,paypal,18.0,F,UK,mobile,0
S005993,2026-03-21,premium,credit_card,32.0,M,UK,mobile,0
S005994,2024-03-19,premium,paypal,45.0,M,UK,mobile,0
S005995,2025-05-20,standard,paypal,36.0,other,UK,tv,0
S005996,2021-06-16,standard,credit_card,29.0,M,IE,tv,0
S005997,2024-10-18,standard,debit_card,35.0,F,UK,tv,0
S005998,2025-04-19,premium,paypal,35.0,F,UK,mobile,0
S005999,2025-12-19,premium,credit_card,34.0,F,UK,tv,1
S006000,2025-03-20,premium,credit_card,35.0,F,UK,mobile,0
S006001,2026-01-19,standard,credit_card,22.0,M,UK,tv,0
S006002,2024-10-18,basic,credit_card,35.0,F,UK,mobile,0
S006003,2024-02-17,standard,credit_card,16.0,F,UK,tv,0
S006004,2024-10-18,basic,credit_card,40.0,other,UK,laptop,0
S006005,2023-02-16,basic,credit_card,21.0,M,UK,laptop,0
S006006,2026-03-21,standard,voucher,46.0,F,IE,laptop,1
S006007,2026-02-18,standard,credit_card,16.0,M,UK,mobile,0
S006008,2022-12-17,premium,credit_card,52.0,F,IE,laptop,0
S006009,2026-05-21,premium,paypal,16.0,M,UK,tv,0
S006010,2026-02-18,premium,paypal,20.0,M,UK,mobile,0
S006011,2024-05-19,standard,debit_card,37.0,F,UK,tablet,0
S006012,2025-02-17,standard,debit_card,40.0,F,IE,mobile,0
S006013,2026-03-21,basic,credit_card,30.0,other,UK,tv,0
S006014,2026-04-20,standard,voucher,43.0,M,UK,mobile,0
S006015,2026-01-19,basic,paypal,25.0,F,UK,laptop,0
S006016,2025-12-19,basic,credit_card,29.0,M,UK,mobile,0
S006017,2023-09-18,basic,debit_card,30.0,M,UK,tv,0
S006018,2024-11-18,premium,paypal,28.0,M,UK,tv,0
S006019,2025-03-20,standard,paypal,16.0,F,UK,tv,0
S006020,2026-05-21,premium,credit_card,33.0,,IE,tablet,1
S006021,2025-09-19,premium,voucher,32.0,M,IE,mobile,1
S006022,2024-10-18,premium,paypal,,M,IE,tv,0
S006023,2023-12-18,basic,debit_card,19.0,F,UK,laptop,0
S006024,2024-12-18,premium,debit_card,26.0,F,UK,mobile,0
S006025,2025-07-20,premium,debit_card,47.0,F,UK,tablet,0
S006026,2022-10-17,premium,paypal,37.0,F,UK,tablet,0
S006027,2026-05-21,basic,debit_card,40.0,M,UK,tablet,1
S006028,2024-11-18,basic,paypal,38.0,,UK,laptop,0
S006029,2025-01-18,premium,paypal,39.0,,UK,laptop,0
S006030,2025-04-19,basic,debit_card,54.0,F,UK,tv,0
S006031,2025-09-19,standard,credit_card,35.0,F,UK,tv,0
S006032,2025-06-19,standard,debit_card,22.0,M,UK,laptop,0
S006033,2025-08-19,basic,credit_card,41.0,F,UK,mobile,0
S006034,2025-11-19,basic,credit_card,27.0,F,UK,mobile,1
S006035,2025-07-20,premium,debit_card,32.0,M,UK,laptop,0
S006036,2023-09-18,premium,debit_card,38.0,M,UK,mobile,0
S006037,2025-09-19,premium,credit_card,24.0,F,IE,tv,0
S006038,2025-01-18,basic,debit_card,28.0,F,IE,tv,0
S006039,2025-10-19,basic,credit_card,39.0,M,UK,laptop,0
S006040,2026-05-21,standard,paypal,27.0,M,UK,tablet,0
S006041,2025-12-19,standard,debit_card,44.0,M,UK,laptop,0
S006042,2026-03-21,basic,credit_card,23.0,F,UK,tablet,0
S006043,2025-10-19,premium,paypal,23.0,M,UK,tv,0
S006044,2026-04-20,premium,credit_card,54.0,M,UK,mobile,0
S006045,2025-01-18,standard,credit_card,17.0,M,UK,tv,0
S006046,2025-01-18,standard,debit_card,33.0,other,UK,tv,0
S006047,2025-09-19,standard,credit_card,54.0,M,IE,tablet,0
S006048,2026-05-21,basic,paypal,33.0,M,UK,tv,0
S006049,2023-11-18,basic,paypal,48.0,F,UK,mobile,0
S006050,2024-07-19,standard,paypal,41.0,F,UK,laptop,0
S006051,2025-09-19,standard,credit_card,33.0,F,UK,tablet,0
S006052,2022-08-17,standard,credit_card,32.0,,UK,tv,0
S006053,2026-05-21,premium,credit_card,16.0,F,UK,tv,1
S006054,2025-09-19,basic,credit_card,30.0,M,UK,mobile,0
S006055,2025-10-19,basic,paypal,36.0,M,UK,mobile,0
S006056,2026-05-21,basic,credit_card,36.0,F,UK,laptop,1
S006057,2025-04-19,basic,credit_card,61.0,F,UK,mobile,0
S006058,2024-10-18,standard,debit_card,37.0,M,UK,tv,0
S006059,2023-09-18,premium,debit_card,40.0,F,UK,mobile,0
S006060,2024-04-18,premium,voucher,46.0,M,IE,mobile,0
S006061,2025-05-20,standard,voucher,39.0,F,UK,tablet,0
S006062,2026-02-18,standard,debit_card,33.0,M,UK,tv,0
S006063,2026-04-20,basic,paypal,33.0,M,UK,mobile,0
S006064,2023-12-18,standard,voucher,30.0,M,UK,mobile,0
S006065,2023-08-18,basic,paypal,38.0,M,UK,mobile,0
S006066,2024-04-18,premium,paypal,32.0,,UK,tv,0
S006067,2022-04-17,standard,debit_card,40.0,F,UK,mobile,0
S006068,2022-07-18,basic,credit_card,22.0,F,IE,tablet,0
S006069,2023-11-18,basic,paypal,35.0,F,IE,tv,0
S006070,2024-04-18,basic,credit_card,51.0,M,UK,tv,0
S006071,2023-01-17,premium,paypal,31.0,F,UK,tv,0
S006072,2025-04-19,basic,debit_card,54.0,F,UK,tv,0
S006073,2025-12-19,basic,debit_card,35.0,F,UK,mobile,0
S006074,2025-12-19,basic,paypal,33.0,F,UK,tv,1
S006075,2024-03-19,premium,debit_card,35.0,F,UK,tv,0
S006076,2024-02-17,standard,credit_card,30.0,F,UK,laptop,0
S006077,2025-09-19,standard,paypal,16.0,M,IE,mobile,0
S006078,2026-01-19,standard,credit_card,43.0,F,UK,tablet,0
S006079,2023-01-17,basic,paypal,58.0,M,UK,tablet,0
S006080,2022-08-17,premium,paypal,39.0,,IE,tv,0
S006081,2025-07-20,basic,debit_card,39.0,F,UK,mobile,0
S006082,2025-09-19,basic,debit_card,31.0,other,UK,mobile,0
S006083,2025-06-19,standard,credit_card,46.0,M,IE,tv,0
S006084,2026-04-20,basic,paypal,33.0,F,IE,tv,0
S006085,2024-02-17,basic,debit_card,36.0,F,UK,tv,0
S006086,2026-01-19,premium,credit_card,16.0,F,UK,tv,0
S006087,2024-06-18,standard,paypal,,F,UK,tv,0
S006088,2025-07-20,basic,debit_card,38.0,M,UK,tv,0
S006089,2024-03-19,basic,paypal,43.0,other,UK,mobile,0
S006090,2025-10-19,standard,debit_card,44.0,other,UK,tv,0
S006091,2025-07-20,basic,paypal,16.0,other,UK,tablet,0
S006092,2024-10-18,basic,debit_card,17.0,F,UK,tv,0
S006093,2026-04-20,standard,debit_card,40.0,F,IE,mobile,0
S006094,2024-10-18,standard,credit_card,25.0,M,UK,tablet,0
S006095,2026-03-21,premium,paypal,43.0,M,UK,mobile,0
S006096,2025-07-20,standard,debit_card,16.0,M,UK,tv,0
S006097,2024-06-18,basic,debit_card,32.0,,UK,tv,0
S006098,2025-03-20,standard,paypal,33.0,other,UK,tv,0
S006099,2025-06-19,standard,debit_card,39.0,F,UK,tv,0
S006100,2025-06-19,basic,debit_card,22.0,M,UK,mobile,0
S006101,2025-03-20,standard,paypal,16.0,F,UK,mobile,0
S006102,2024-11-18,basic,paypal,35.0,F,UK,mobile,0
S006103,2026-02-18,premium,paypal,39.0,M,UK,laptop,0
S006104,2023-11-18,premium,paypal,45.0,F,UK,laptop,0
S006105,2024-07-19,standard,credit_card,30.0,F,UK,tv,0
S006106,2025-04-19,premium,debit_card,42.0,F,IE,tablet,0
S006107,2026-04-20,premium,credit_card,39.0,F,UK,tv,0
S006108,2025-12-19,basic,paypal,48.0,M,UK,tablet,0
S006109,2021-12-16,standard,debit_card,33.0,M,UK,tablet,0
S006110,2025-05-20,standard,debit_card,16.0,F,UK,tv,0
S006111,2023-04-18,basic,credit_card,33.0,F,UK,mobile,0
S006112,2025-12-19,standard,debit_card,34.0,M,UK,mobile,0
S006113,2024-11-18,basic,credit_card,39.0,F,IE,tv,0
S006114,2025-08-19,premium,credit_card,17.0,F,UK,mobile,0
S006115,2025-05-20,standard,debit_card,30.0,M,IE,laptop,0
S006116,2023-12-18,standard,debit_card,43.0,F,UK,mobile,0
S006117,2024-07-19,standard,debit_card,32.0,M,UK,tv,0
S006118,2025-05-20,basic,paypal,30.0,M,UK,mobile,0
S006119,2021-06-16,premium,credit_card,54.0,M,IE,mobile,0
S006120,2025-01-18,basic,debit_card,22.0,F,UK,mobile,0
S006121,2025-08-19,basic,debit_card,47.0,F,UK,tv,0
S006122,2022-05-18,standard,credit_card,45.0,F,UK,mobile,0
S006123,2025-02-17,standard,paypal,31.0,F,UK,tv,0
S006124,2025-10-19,basic,voucher,33.0,M,UK,mobile,0
S006125,2021-10-16,basic,credit_card,33.0,F,UK,mobile,0
S006126,2025-12-19,basic,credit_card,36.0,F,UK,tablet,0
S006127,2025-11-19,basic,paypal,,,UK,laptop,0
S006128,2025-11-19,basic,voucher,29.0,M,UK,tablet,0
S006129,2026-04-20,standard,debit_card,30.0,F,UK,tablet,0
S006130,2026-03-21,basic,paypal,30.0,F,UK,tv,0
S006131,2026-03-21,basic,credit_card,30.0,M,UK,tablet,1
S006132,2026-04-20,standard,credit_card,16.0,M,UK,tablet,0
S006133,2025-07-20,standard,credit_card,35.0,M,IE,tablet,0
S006134,2024-03-19,basic,debit_card,28.0,F,UK,tablet,0
S006135,2026-03-21,basic,debit_card,16.0,F,UK,tv,0
S006136,2025-12-19,basic,debit_card,30.0,M,UK,tv,0
S006137,2022-09-17,premium,credit_card,29.0,M,UK,tablet,0
S006138,2025-08-19,basic,credit_card,48.0,M,UK,tv,0
S006139,2026-04-20,basic,debit_card,28.0,F,IE,tv,0
S006140,2025-09-19,standard,debit_card,41.0,F,UK,laptop,0
S006141,2021-12-16,basic,debit_card,49.0,M,UK,laptop,0
S006142,2025-02-17,basic,debit_card,27.0,F,UK,tv,0
S006143,2026-05-21,basic,debit_card,33.0,other,IE,tv,1
S006144,2021-06-16,standard,paypal,53.0,M,UK,mobile,0
S006145,2022-02-15,standard,paypal,36.0,F,UK,tv,0
S006146,2023-10-18,standard,credit_card,38.0,M,UK,tv,0
S006147,2026-05-21,premium,paypal,29.0,M,UK,tv,0
S006148,2024-11-18,basic,debit_card,41.0,F,UK,tablet,0
S006149,2021-06-16,premium,debit_card,33.0,F,IE,tv,0
S006150,2026-04-20,standard,debit_card,16.0,M,UK,tv,0
S006151,2022-01-16,premium,voucher,30.0,M,UK,mobile,0
S006152,2024-01-18,standard,credit_card,20.0,M,IE,tv,0
S006153,2025-11-19,standard,credit_card,35.0,F,UK,laptop,0
S006154,2023-10-18,basic,paypal,23.0,M,UK,tv,0
S006155,2026-04-20,standard,debit_card,39.0,,UK,tv,0
S006156,2025-11-19,basic,paypal,,M,UK,mobile,0
S006157,2026-05-21,standard,credit_card,20.0,F,UK,tv,0
S006158,2025-10-19,basic,voucher,28.0,F,UK,tv,0
S006159,2024-09-18,basic,credit_card,40.0,M,UK,laptop,0
S006160,2023-06-18,premium,paypal,46.0,F,UK,laptop,0
S006161,2022-10-17,standard,paypal,24.0,F,UK,laptop,0
S006162,2023-12-18,standard,voucher,21.0,M,UK,mobile,0
S006163,2022-06-17,basic,credit_card,55.0,F,UK,tv,0
S006164,2022-06-17,standard,credit_card,33.0,F,UK,laptop,0
S006165,2025-02-17,premium,credit_card,35.0,F,UK,tablet,0
S006166,2025-11-19,standard,paypal,25.0,F,UK,mobile,0
S006167,2021-06-16,standard,credit_card,36.0,M,UK,tablet,0
S006168,2026-03-21,standard,debit_card,52.0,M,UK,mobile,0
S006169,2025-07-20,basic,credit_card,36.0,M,UK,mobile,0
S006170,2025-05-20,standard,debit_card,45.0,F,UK,tablet,0
S006171,2025-04-19,premium,paypal,34.0,F,UK,laptop,0
S006172,2025-06-19,standard,credit_card,22.0,M,UK,tablet,0
S006173,2023-03-19,standard,debit_card,26.0,M,IE,laptop,0
S006174,2025-04-19,standard,credit_card,21.0,,UK,mobile,0
S006175,2024-04-18,standard,voucher,36.0,F,IE,tv,0
S006176,2026-03-21,premium,paypal,47.0,M,UK,mobile,0
S006177,2021-06-16,standard,credit_card,35.0,F,UK,mobile,0
S006178,2025-09-19,standard,credit_card,30.0,M,UK,tv,0
S006179,2026-03-21,standard,debit_card,25.0,M,UK,mobile,0
S006180,2024-12-18,standard,paypal,37.0,M,UK,mobile,0
S006181,2025-09-19,basic,paypal,20.0,F,UK,tv,0
S006182,2023-04-18,standard,debit_card,21.0,M,UK,tablet,0
S006183,2025-08-19,premium,debit_card,43.0,F,UK,laptop,1
S006184,2026-04-20,standard,credit_card,30.0,F,UK,tv,1
S006185,2021-06-16,basic,credit_card,30.0,M,UK,tablet,0
S006186,2025-12-19,standard,voucher,32.0,F,IE,tv,0
S006187,2025-10-19,standard,paypal,41.0,M,UK,mobile,0
S006188,2025-04-19,basic,debit_card,35.0,F,UK,tablet,0
S006189,2025-09-19,standard,credit_card,25.0,F,UK,laptop,0
S006190,2025-11-19,standard,debit_card,26.0,other,UK,tv,0
S006191,2026-01-19,premium,debit_card,31.0,F,UK,tablet,0
S006192,2026-01-19,basic,paypal,37.0,M,UK,laptop,0
S006193,2025-04-19,basic,debit_card,33.0,M,UK,tv,0
S006194,2023-11-18,standard,debit_card,32.0,M,UK,mobile,0
S006195,2026-01-19,basic,credit_card,34.0,M,UK,tablet,0
S006196,2025-08-19,standard,debit_card,33.0,M,UK,tv,0
S006197,2025-02-17,premium,debit_card,25.0,M,UK,mobile,0
S006198,2022-11-17,basic,debit_card,46.0,other,UK,mobile,0
S006199,2025-11-19,standard,debit_card,28.0,F,UK,mobile,1
S006200,2023-02-16,premium,paypal,35.0,M,UK,mobile,0
S006201,2024-12-18,standard,credit_card,16.0,other,UK,tv,0
S006202,2024-10-18,standard,credit_card,31.0,F,UK,tv,0
S006203,2024-09-18,standard,credit_card,21.0,M,UK,laptop,0
S006204,2022-11-17,basic,debit_card,23.0,F,UK,mobile,0
S006205,2025-09-19,basic,credit_card,60.0,other,UK,mobile,0
S006206,2026-05-21,standard,debit_card,36.0,F,UK,tablet,0
S006207,2026-05-21,standard,credit_card,47.0,F,UK,tv,1
S006208,2022-09-17,basic,paypal,43.0,M,IE,tv,0
S006209,2026-05-21,basic,debit_card,44.0,,UK,mobile,0
S006210,2025-08-19,premium,credit_card,31.0,F,UK,tv,0
S006211,2021-06-16,basic,debit_card,51.0,F,UK,tv,0
S006212,2024-03-19,standard,credit_card,43.0,M,IE,tablet,0
S006213,2024-08-18,standard,paypal,34.0,F,UK,laptop,0
S006214,2025-09-19,standard,paypal,36.0,F,UK,tv,0
S006215,2025-01-18,basic,paypal,32.0,F,IE,mobile,0
S006216,2025-02-17,basic,debit_card,34.0,M,UK,mobile,0
S006217,2023-11-18,standard,paypal,33.0,M,UK,tablet,0
S006218,2024-04-18,standard,credit_card,38.0,M,UK,tv,0
S006219,2025-11-19,basic,debit_card,53.0,F,UK,tablet,0
S006220,2025-07-20,standard,debit_card,20.0,M,UK,laptop,0
S006221,2026-02-18,standard,debit_card,46.0,,UK,tv,1
S006222,2026-03-21,basic,credit_card,29.0,F,UK,tv,0
S006223,2023-11-18,standard,credit_card,47.0,M,UK,tablet,0
S006224,2025-03-20,basic,paypal,,F,UK,tv,0
S006225,2025-03-20,standard,debit_card,38.0,M,UK,tv,0
S006226,2023-06-18,basic,paypal,32.0,M,IE,tablet,0
S006227,2023-12-18,standard,debit_card,16.0,M,UK,mobile,0
S006228,2025-02-17,basic,credit_card,53.0,F,UK,mobile,0
S006229,2026-04-20,standard,credit_card,23.0,F,UK,mobile,0
S006230,2026-04-20,standard,debit_card,34.0,M,IE,mobile,0
S006231,2025-11-19,premium,credit_card,22.0,F,UK,tablet,0
S006232,2025-04-19,standard,credit_card,19.0,M,IE,laptop,0
S006233,2022-10-17,premium,debit_card,31.0,M,UK,tablet,0
S006234,2023-12-18,basic,paypal,27.0,F,UK,mobile,0
S006235,2023-11-18,standard,debit_card,21.0,F,UK,tablet,0
S006236,2026-03-21,basic,credit_card,33.0,F,UK,tablet,0
S006237,2026-05-21,standard,paypal,17.0,F,UK,mobile,0
S006238,2024-12-18,standard,voucher,35.0,M,UK,tv,0
S006239,2023-04-18,premium,paypal,32.0,M,UK,mobile,0
S006240,2025-11-19,standard,credit_card,16.0,M,UK,mobile,0
S006241,2025-09-19,standard,paypal,28.0,F,UK,tv,0
S006242,2024-03-19,basic,debit_card,39.0,F,UK,tv,0
S006243,2021-11-16,basic,credit_card,22.0,M,UK,tv,0
S006244,2026-02-18,premium,debit_card,39.0,M,UK,tv,0
S006245,2021-06-16,basic,voucher,38.0,M,UK,mobile,0
S006246,2026-02-18,basic,debit_card,22.0,F,UK,mobile,0
S006247,2025-09-19,premium,credit_card,33.0,M,UK,mobile,1
S006248,2024-09-18,premium,credit_card,,F,UK,tablet,0
S006249,2025-05-20,standard,debit_card,24.0,M,UK,mobile,0
S006250,2025-11-19,standard,paypal,31.0,F,UK,tablet,0
S006251,2025-05-20,premium,credit_card,46.0,M,UK,tablet,0
S006252,2025-11-19,basic,credit_card,24.0,M,UK,tablet,0
S006253,2025-05-20,standard,paypal,39.0,M,UK,tablet,0
S006254,2023-03-19,standard,paypal,22.0,M,UK,tv,0
S006255,2024-10-18,premium,paypal,32.0,other,UK,mobile,0
S006256,2024-11-18,premium,credit_card,38.0,F,UK,tablet,0
S006257,2025-12-19,standard,paypal,16.0,M,UK,tv,0
S006258,2022-05-18,basic,credit_card,28.0,F,UK,tv,0
S006259,2021-08-16,standard,debit_card,38.0,F,UK,mobile,0
S006260,2025-05-20,basic,debit_card,36.0,F,UK,mobile,0
S006261,2025-10-19,premium,voucher,28.0,M,UK,laptop,0
S006262,2025-08-19,basic,credit_card,21.0,M,IE,tablet,0
S006263,2022-09-17,basic,voucher,40.0,M,IE,tv,0
S006264,2025-07-20,standard,voucher,30.0,F,UK,mobile,0
S006265,2026-05-21,standard,paypal,39.0,M,UK,tablet,0
S006266,2026-04-20,premium,credit_card,38.0,F,UK,mobile,0
S006267,2026-04-20,basic,credit_card,29.0,F,UK,mobile,0
S006268,2024-12-18,premium,credit_card,45.0,M,UK,tv,0
S006269,2023-06-18,basic,debit_card,27.0,M,UK,laptop,0
