ticket_id,subscriber_id,ticket_date,category,resolved,resolution_days
T0008680,S006953,2026-01-20,technical,1,0.9
T0008681,S006953,2026-03-09,other,1,2.7
T0008682,S006953,2026-06-08,content,1,
T0008683,S006956,2026-05-15,billing,1,1.1
T0008684,S006957,2026-01-01,other,0,
T0008685,S006957,2026-01-02,billing,1,4.8
T0008686,S006957,2026-04-01,other,1,0.5
T0008687,S006959,2026-05-13,billing,1,0.6
T0008688,S006960,2026-03-04,other,1,3.2
T0008689,S006962,2026-03-23,other,1,3.0
T0008690,S006963,2026-02-06,content,1,1.8
T0008691,S006964,2026-01-20,cancellation_intent,0,
T0008692,S006965,2026-06-19,technical,1,0.5
T0008693,S006966,2026-04-23,billing,1,0.6
T0008694,S006966,2026-05-29,technical,1,0.5
T0008695,S006967,2026-01-13,cancellation_intent,0,
T0008696,S006967,2026-05-20,cancellation_intent,1,2.8
T0008697,S006967,2026-06-13,billing,1,1.9
T0008698,S006968,2025-12-31,technical,1,0.9
T0008699,S006968,2026-05-03,other,1,0.8
T0008700,S006968,2026-05-22,billing,1,7.4
T0008701,S006971,2026-01-16,billing,1,0.5
T0008702,S006971,2026-02-14,billing,1,1.6
T0008703,S006971,2026-04-15,other,1,1.2
T0008704,S006973,2026-02-07,other,1,3.5
T0008705,S006974,2026-01-04,content,1,0.6
T0008706,S006975,2026-02-09,content,1,3.1
T0008707,S006977,2025-12-26,billing,1,1.8
T0008708,S006977,2026-01-02,other,1,1.2
T0008709,S006979,2026-03-15,other,1,3.6
T0008710,S006980,2026-01-17,cancellation_intent,1,2.2
T0008711,S006980,2026-05-19,billing,0,
T0008712,S006981,2025-12-25,other,1,6.4
T0008713,S006981,2026-01-02,billing,1,1.4
T0008714,S006981,2026-03-22,cancellation_intent,1,0.8
T0008715,S006981,2026-03-30,cancellation_intent,0,
T0008716,S006983,2026-05-25,other,1,
T0008717,S006984,2026-03-01,other,1,3.5
T0008718,S006985,2026-01-01,billing,1,0.7
T0008719,S006985,2026-06-17,billing,1,0.7
T0008720,S006987,2025-12-31,billing,0,
T0008721,S006987,2026-01-12,content,0,
T0008722,S006992,2026-05-23,other,1,2.6
T0008723,S006993,2026-04-05,content,1,1.2
T0008724,S006993,2026-06-14,billing,1,4.6
T0008725,S006994,2026-01-26,billing,1,2.5
T0008726,S006995,2026-04-02,billing,0,
T0008727,S006995,2026-04-24,billing,1,3.2
T0008728,S006996,2026-05-13,technical,1,13.3
T0008729,S006997,2026-01-03,other,0,
T0008730,S006998,2026-02-12,content,0,
T0008731,S006998,2026-04-10,billing,1,3.6
T0008732,S006999,2026-03-14,cancellation_intent,0,
T0008733,S006999,2026-04-26,other,1,3.7
T0008734,S007000,2026-03-06,technical,0,
T0008735,S007000,2026-06-13,content,1,1.4
T0008736,S007001,2026-02-26,other,0,
T0008737,S007001,2026-06-10,content,1,2.7
T0008738,S007002,2026-03-21,cancellation_intent,0,
T0008739,S007004,2026-01-13,content,1,2.4
T0008740,S007005,2026-01-05,technical,1,7.3
T0008741,S007006,2026-01-28,other,1,
T0008742,S007006,2026-02-28,content,1,
T0008743,S007008,2025-12-28,cancellation_intent,1,
T0008744,S007008,2026-06-10,other,0,
T0008745,S007009,2026-04-11,cancellation_intent,1,5.0
T0008746,S007009,2026-06-07,technical,1,12.0
T0008747,S007010,2026-06-05,other,1,4.7
T0008748,S007011,2026-04-17,technical,0,
T0008749,S007012,2026-04-20,billing,1,3.1
T0008750,S007014,2026-01-31,billing,1,5.5
T0008751,S007014,2026-03-26,billing,1,
T0008752,S007016,2026-04-24,billing,1,1.8
T0008753,S007018,2026-01-02,technical,1,2.4
T0008754,S007018,2026-05-26,billing,1,0.9
T0008755,S007020,2026-02-22,technical,1,2.7
T0008756,S007021,2026-01-08,billing,0,
T0008757,S007021,2026-04-13,technical,1,0.5
T0008758,S007022,2026-03-28,technical,1,0.5
T0008759,S007023,2026-02-17,other,1,1.1
T0008760,S007025,2025-12-28,other,1,5.3
T0008761,S007025,2026-01-12,other,1,0.8
T0008762,S007025,2026-01-29,billing,1,0.8
T0008763,S007026,2026-02-16,billing,0,
T0008764,S007026,2026-06-01,cancellation_intent,0,
T0008765,S007027,2026-04-13,other,0,
T0008766,S007028,2026-01-18,billing,1,0.5
T0008767,S007028,2026-02-28,technical,1,1.6
T0008768,S007028,2026-05-26,other,1,1.9
T0008769,S007032,2026-01-09,other,1,3.3
T0008770,S007032,2026-05-24,billing,1,4.7
T0008771,S007032,2026-06-03,content,1,0.5
T0008772,S007033,2026-01-02,billing,1,1.3
T0008773,S007033,2026-03-08,content,0,
T0008774,S007034,2026-03-22,cancellation_intent,1,2.1
T0008775,S007034,2026-05-28,cancellation_intent,0,
T0008776,S007035,2026-03-01,content,0,
T0008777,S007035,2026-03-21,other,0,
T0008778,S007036,2026-05-16,billing,1,0.7
T0008779,S007036,2026-06-17,other,0,
T0008780,S007037,2026-03-27,billing,0,
T0008781,S007038,2026-03-25,billing,1,1.0
T0008782,S007038,2026-04-01,other,0,
T0008783,S007038,2026-05-22,billing,1,1.6
T0008784,S007039,2026-01-01,other,1,2.0
T0008785,S007039,2026-05-08,cancellation_intent,0,
T0008786,S007039,2026-05-30,cancellation_intent,1,6.1
T0008787,S007040,2026-03-27,other,1,0.5
T0008788,S007043,2026-02-19,billing,1,2.1
T0008789,S007043,2026-05-06,cancellation_intent,0,
T0008790,S007043,2026-06-09,content,1,0.6
T0008791,S007044,2026-01-10,technical,1,0.6
T0008792,S007045,2026-02-10,billing,1,3.6
T0008793,S007045,2026-05-27,billing,1,1.5
T0008794,S007046,2026-04-22,other,0,
T0008795,S007048,2026-01-07,cancellation_intent,1,2.2
T0008796,S007048,2026-06-15,other,1,0.5
T0008797,S007051,2026-01-08,cancellation_intent,0,
T0008798,S007051,2026-05-31,technical,0,
T0008799,S007053,2026-01-06,cancellation_intent,0,
T0008800,S007053,2026-03-07,cancellation_intent,1,1.2
T0008801,S007053,2026-03-14,billing,0,
T0008802,S007053,2026-04-23,other,1,0.5
T0008803,S007055,2026-01-04,other,1,1.7
T0008804,S007055,2026-01-05,cancellation_intent,1,0.9
T0008805,S007056,2026-02-14,other,1,1.1
T0008806,S007056,2026-06-09,content,1,4.1
T0008807,S007057,2026-05-16,technical,1,1.1
T0008808,S007058,2026-01-29,other,1,0.7
T0008809,S007058,2026-02-11,billing,1,
T0008810,S007058,2026-03-16,billing,0,
T0008811,S007058,2026-04-29,other,1,2.5
T0008812,S007058,2026-06-16,cancellation_intent,1,0.5
T0008813,S007059,2026-04-08,technical,1,0.5
T0008814,S007061,2026-02-25,content,1,1.9
T0008815,S007061,2026-04-15,cancellation_intent,1,2.5
T0008816,S007062,2026-03-21,cancellation_intent,0,
T0008817,S007064,2026-05-05,technical,0,
T0008818,S007065,2026-01-27,technical,1,0.5
T0008819,S007065,2026-03-07,technical,0,
T0008820,S007066,2026-02-08,cancellation_intent,1,2.1
T0008821,S007068,2026-04-27,other,1,0.7
T0008822,S007068,2026-05-17,technical,1,1.0
T0008823,S007069,2026-01-28,technical,0,
T0008824,S007069,2026-06-12,technical,0,
T0008825,S007071,2025-12-26,billing,1,0.5
T0008826,S007071,2026-04-19,cancellation_intent,1,3.3
T0008827,S007074,2026-03-24,other,0,
T0008828,S007074,2026-03-26,billing,1,1.0
T0008829,S007075,2026-02-13,other,1,0.5
T0008830,S007075,2026-03-06,technical,0,
T0008831,S007077,2025-12-26,content,1,0.7
T0008832,S007077,2026-06-02,content,1,6.3
T0008833,S007078,2026-03-07,other,1,0.5
T0008834,S007078,2026-03-24,billing,1,0.5
T0008835,S007078,2026-04-07,other,0,
T0008836,S007078,2026-06-15,billing,0,
T0008837,S007079,2026-04-25,content,1,0.5
T0008838,S007081,2026-02-28,other,1,1.0
T0008839,S007081,2026-05-16,technical,1,
T0008840,S007082,2026-01-23,billing,1,0.7
T0008841,S007082,2026-03-26,cancellation_intent,1,0.7
T0008842,S007082,2026-04-28,other,1,0.5
T0008843,S007083,2026-04-22,other,1,0.5
T0008844,S007084,2026-01-09,other,1,2.3
T0008845,S007086,2026-03-06,cancellation_intent,0,
T0008846,S007088,2026-01-10,cancellation_intent,1,2.2
T0008847,S007088,2026-03-18,billing,1,0.7
T0008848,S007088,2026-03-22,billing,1,
T0008849,S007088,2026-05-17,technical,1,5.3
T0008850,S007091,2026-02-06,billing,0,
T0008851,S007091,2026-03-06,content,1,0.5
T0008852,S007092,2026-02-05,other,1,5.5
T0008853,S007092,2026-06-15,cancellation_intent,1,5.9
T0008854,S007093,2026-01-27,billing,0,
T0008855,S007097,2026-01-12,billing,0,
T0008856,S007097,2026-04-26,cancellation_intent,1,
T0008857,S007100,2025-12-31,billing,0,
T0008858,S007100,2026-02-17,cancellation_intent,1,3.6
T0008859,S007101,2026-03-23,other,1,
T0008860,S007101,2026-04-27,other,1,1.0
T0008861,S007101,2026-06-13,other,1,2.6
T0008862,S007102,2026-04-06,other,1,4.0
T0008863,S007103,2026-06-04,content,0,
T0008864,S007104,2026-04-21,content,1,0.7
T0008865,S007105,2025-12-27,other,0,
T0008866,S007105,2026-01-03,billing,1,0.6
T0008867,S007105,2026-01-27,billing,1,0.5
T0008868,S007109,2026-04-25,billing,1,0.9
T0008869,S007111,2026-03-20,other,1,
T0008870,S007113,2026-03-07,other,1,1.3
T0008871,S007115,2026-01-14,cancellation_intent,1,2.2
T0008872,S007115,2026-05-09,cancellation_intent,1,3.4
T0008873,S007119,2026-04-01,cancellation_intent,1,0.9
T0008874,S007119,2026-04-25,cancellation_intent,0,
T0008875,S007120,2026-02-28,other,1,0.9
T0008876,S007121,2026-02-14,other,1,3.0
T0008877,S007122,2026-04-03,other,1,2.3
T0008878,S007122,2026-05-18,technical,0,
T0008879,S007124,2026-01-18,other,0,
T0008880,S007125,2026-01-06,other,1,1.2
T0008881,S007125,2026-04-11,other,1,11.7
T0008882,S007125,2026-06-18,technical,1,7.4
T0008883,S007126,2026-05-14,billing,1,2.7
T0008884,S007126,2026-06-02,content,1,2.6
T0008885,S007131,2026-02-22,other,1,1.2
T0008886,S007131,2026-04-30,billing,0,
T0008887,S007133,2026-02-25,technical,1,2.1
T0008888,S007133,2026-05-21,technical,0,
T0008889,S007134,2026-02-24,cancellation_intent,1,4.2
T0008890,S007134,2026-04-02,cancellation_intent,0,
T0008891,S007134,2026-04-10,billing,1,0.7
T0008892,S007137,2026-05-04,technical,1,0.5
T0008893,S007139,2026-01-08,technical,1,0.5
T0008894,S007139,2026-05-16,content,0,
T0008895,S007140,2026-01-20,other,1,4.7
T0008896,S007140,2026-06-07,other,1,2.8
T0008897,S007142,2026-03-29,other,0,
T0008898,S007143,2026-02-07,billing,0,
T0008899,S007143,2026-05-23,other,1,1.2
T0008900,S007143,2026-06-16,cancellation_intent,0,
T0008901,S007148,2026-03-05,technical,1,6.3
T0008902,S007149,2025-12-31,billing,0,
T0008903,S007151,2026-05-24,technical,1,2.2
T0008904,S007154,2025-12-26,billing,1,2.2
T0008905,S007154,2026-01-01,billing,0,
T0008906,S007154,2026-04-03,billing,0,
T0008907,S007155,2026-03-26,technical,1,8.2
T0008908,S007156,2026-05-21,content,0,
T0008909,S007157,2026-01-08,billing,1,2.2
T0008910,S007157,2026-03-15,other,1,0.5
T0008911,S007157,2026-04-03,content,1,0.5
T0008912,S007158,2026-02-10,billing,1,0.5
T0008913,S007162,2026-04-17,cancellation_intent,1,2.8
T0008914,S007163,2026-05-10,billing,0,
T0008915,S007164,2026-03-13,cancellation_intent,1,0.7
T0008916,S007164,2026-06-08,other,0,
T0008917,S007165,2025-12-27,other,0,
T0008918,S007165,2026-06-02,cancellation_intent,0,
T0008919,S007166,2026-05-13,other,1,1.7
T0008920,S007167,2026-03-03,cancellation_intent,1,1.1
T0008921,S007167,2026-03-10,cancellation_intent,1,1.7
T0008922,S007167,2026-03-17,cancellation_intent,1,3.3
T0008923,S007167,2026-04-09,other,1,0.5
T0008924,S007170,2026-04-17,billing,0,
T0008925,S007170,2026-04-26,other,1,0.5
T0008926,S007171,2026-04-25,content,1,8.9
T0008927,S007171,2026-05-08,content,1,6.1
T0008928,S007175,2026-01-20,technical,0,
T0008929,S007175,2026-03-16,technical,1,0.5
T0008930,S007176,2026-05-01,technical,1,1.0
T0008931,S007176,2026-06-15,technical,1,2.9
T0008932,S007177,2026-02-01,content,1,1.6
T0008933,S007179,2026-05-23,other,0,
T0008934,S007182,2026-03-13,other,1,0.7
T0008935,S007182,2026-03-26,cancellation_intent,1,0.7
T0008936,S007182,2026-05-17,content,1,15.0
T0008937,S007184,2026-02-10,other,0,
T0008938,S007184,2026-03-08,other,1,1.0
T0008939,S007185,2026-03-04,billing,1,0.5
T0008940,S007185,2026-04-23,billing,0,
T0008941,S007186,2025-12-23,technical,1,2.5
T0008942,S007186,2026-06-14,technical,1,1.3
T0008943,S007187,2026-01-13,cancellation_intent,1,1.1
T0008944,S007187,2026-02-18,content,1,2.1
T0008945,S007187,2026-04-20,billing,0,
T0008946,S007187,2026-04-30,technical,1,1.3
T0008947,S007188,2026-01-02,content,1,0.9
T0008948,S007188,2026-01-10,billing,1,1.5
T0008949,S007188,2026-03-31,cancellation_intent,1,0.5
T0008950,S007189,2026-01-09,content,0,
T0008951,S007190,2026-03-01,content,0,
T0008952,S007190,2026-05-27,other,0,
T0008953,S007191,2026-04-20,other,1,4.1
T0008954,S007195,2025-12-23,other,0,
T0008955,S007195,2026-01-26,cancellation_intent,1,2.8
T0008956,S007195,2026-02-18,technical,0,
T0008957,S007195,2026-04-17,cancellation_intent,1,1.1
T0008958,S007197,2026-01-11,cancellation_intent,1,0.5
T0008959,S007197,2026-05-31,cancellation_intent,1,3.6
T0008960,S007198,2025-12-23,other,0,
T0008961,S007198,2026-02-07,billing,1,1.9
T0008962,S007198,2026-06-16,technical,1,0.5
T0008963,S007199,2026-02-25,technical,0,
T0008964,S007199,2026-03-05,cancellation_intent,1,1.1
T0008965,S007199,2026-03-23,other,1,3.1
T0008966,S007199,2026-06-05,billing,1,0.7
T0008967,S007200,2026-04-01,technical,1,1.1
T0008968,S007201,2026-02-08,technical,1,0.8
T0008969,S007204,2026-05-23,content,0,
T0008970,S007204,2026-06-15,other,1,1.1
T0008971,S007207,2026-01-10,technical,0,
T0008972,S007209,2025-12-29,content,1,0.9
T0008973,S007209,2026-03-05,technical,1,0.5
T0008974,S007212,2026-01-25,content,1,2.4
T0008975,S007212,2026-03-02,billing,1,0.5
T0008976,S007212,2026-05-29,billing,0,
T0008977,S007213,2026-01-17,content,1,1.5
T0008978,S007213,2026-03-18,cancellation_intent,0,
T0008979,S007215,2026-05-04,billing,1,1.7
T0008980,S007215,2026-06-18,content,1,0.5
T0008981,S007217,2025-12-23,other,1,
T0008982,S007217,2026-01-21,technical,0,
T0008983,S007219,2026-01-03,content,0,
T0008984,S007219,2026-01-12,billing,1,3.5
T0008985,S007219,2026-01-20,technical,1,4.6
T0008986,S007222,2026-02-03,other,1,2.5
T0008987,S007222,2026-04-05,technical,0,
T0008988,S007223,2026-04-18,other,0,
T0008989,S007226,2026-01-17,billing,1,
T0008990,S007228,2026-03-10,cancellation_intent,1,0.5
T0008991,S007228,2026-04-27,billing,0,
T0008992,S007230,2026-03-08,technical,1,1.1
T0008993,S007230,2026-03-10,billing,0,
T0008994,S007231,2026-01-05,technical,0,
T0008995,S007231,2026-02-04,billing,1,0.5
T0008996,S007231,2026-03-17,content,1,0.6
T0008997,S007233,2026-01-09,other,0,
T0008998,S007233,2026-04-01,other,1,0.5
T0008999,S007233,2026-05-31,other,0,
T0009000,S007235,2026-04-24,content,1,3.6
T0009001,S007235,2026-05-23,other,1,0.5
T0009002,S007236,2026-04-18,technical,1,6.9
T0009003,S007236,2026-04-27,other,1,0.9
T0009004,S007236,2026-06-03,billing,0,
T0009005,S007236,2026-06-16,cancellation_intent,1,0.5
T0009006,S007237,2025-12-27,billing,1,2.6
T0009007,S007237,2026-01-19,cancellation_intent,1,2.3
T0009008,S007237,2026-05-31,technical,0,
T0009009,S007238,2026-02-01,billing,1,3.1
T0009010,S007239,2026-01-13,billing,1,4.4
T0009011,S007239,2026-02-11,technical,1,1.8
T0009012,S007239,2026-02-18,billing,1,0.5
T0009013,S007240,2026-03-16,technical,1,7.6
T0009014,S007240,2026-05-17,technical,0,
T0009015,S007241,2026-05-23,technical,0,
T0009016,S007241,2026-06-02,billing,0,
T0009017,S007242,2026-04-04,technical,0,
T0009018,S007243,2026-05-21,content,1,
T0009019,S007244,2026-02-21,other,0,
T0009020,S007245,2026-01-29,cancellation_intent,1,
T0009021,S007245,2026-02-20,other,1,2.7
T0009022,S007246,2026-06-10,other,1,3.2
T0009023,S007247,2026-04-20,other,0,
T0009024,S007249,2026-03-29,technical,1,1.5
T0009025,S007250,2026-04-11,technical,1,2.6
T0009026,S007252,2026-01-22,billing,1,3.2
T0009027,S007254,2026-02-12,other,1,3.1
T0009028,S007255,2026-05-25,other,1,5.7
T0009029,S007255,2026-05-26,technical,0,
T0009030,S007256,2026-03-09,content,1,2.8
T0009031,S007258,2026-03-10,billing,1,0.5
T0009032,S007258,2026-06-13,billing,1,0.5
T0009033,S007259,2025-12-25,cancellation_intent,1,2.0
T0009034,S007259,2026-02-24,billing,0,
T0009035,S007259,2026-02-26,billing,0,
T0009036,S007260,2026-03-26,technical,1,0.5
T0009037,S007263,2025-12-22,cancellation_intent,1,
T0009038,S007263,2025-12-26,billing,1,8.9
T0009039,S007263,2026-05-20,cancellation_intent,0,
T0009040,S007264,2026-04-24,technical,1,
T0009041,S007270,2026-01-17,billing,0,
T0009042,S007270,2026-01-26,other,1,2.5
T0009043,S007272,2026-02-02,content,1,4.0
T0009044,S007273,2026-01-01,content,0,
T0009045,S007273,2026-04-09,other,1,5.5
T0009046,S007274,2026-03-06,technical,1,0.5
T0009047,S007274,2026-03-12,billing,1,3.3
T0009048,S007274,2026-05-25,content,1,
T0009049,S007275,2026-02-07,billing,1,5.7
T0009050,S007276,2026-03-16,content,0,
T0009051,S007276,2026-05-21,content,1,1.1
T0009052,S007277,2026-01-09,cancellation_intent,1,3.0
T0009053,S007277,2026-02-10,cancellation_intent,1,1.1
T0009054,S007278,2026-01-03,cancellation_intent,0,
T0009055,S007278,2026-02-06,cancellation_intent,0,
T0009056,S007279,2026-02-23,content,1,0.5
T0009057,S007282,2026-03-13,billing,1,0.8
T0009058,S007284,2026-05-27,technical,0,
T0009059,S007285,2026-01-08,technical,1,1.7
T0009060,S007285,2026-02-06,content,0,
T0009061,S007285,2026-03-08,content,1,1.8
T0009062,S007286,2026-01-04,technical,0,
T0009063,S007286,2026-03-24,billing,1,0.5
T0009064,S007287,2026-02-21,other,1,1.3
T0009065,S007288,2026-02-15,billing,1,5.0
T0009066,S007289,2026-03-15,billing,1,0.5
T0009067,S007290,2026-06-11,billing,1,7.1
T0009068,S007291,2026-01-12,billing,1,
T0009069,S007291,2026-02-08,billing,1,8.4
T0009070,S007291,2026-03-06,billing,1,0.5
T0009071,S007291,2026-04-16,technical,1,1.3
T0009072,S007291,2026-05-13,cancellation_intent,0,
T0009073,S007291,2026-05-27,cancellation_intent,0,
T0009074,S007293,2026-01-07,cancellation_intent,1,4.4
T0009075,S007293,2026-04-30,other,1,1.3
T0009076,S007293,2026-05-16,technical,0,
T0009077,S007293,2026-05-16,content,1,4.9
T0009078,S007293,2026-05-23,cancellation_intent,1,0.5
T0009079,S007294,2026-03-31,content,0,
T0009080,S007295,2026-04-14,billing,1,1.1
T0009081,S007295,2026-06-02,content,1,1.2
T0009082,S007299,2026-02-15,cancellation_intent,0,
T0009083,S007299,2026-02-16,cancellation_intent,1,5.3
T0009084,S007300,2026-05-29,content,0,
T0009085,S007302,2026-05-29,technical,1,0.5
T0009086,S007303,2026-04-11,other,1,0.5
T0009087,S007304,2026-05-16,cancellation_intent,1,1.7
T0009088,S007305,2026-01-01,cancellation_intent,1,3.7
T0009089,S007305,2026-01-30,technical,1,9.5
T0009090,S007306,2026-03-29,other,1,0.5
T0009091,S007306,2026-04-12,billing,1,1.5
T0009092,S007306,2026-06-04,content,1,1.4
T0009093,S007308,2026-04-06,other,1,12.2
T0009094,S007309,2026-02-10,billing,1,0.5
T0009095,S007311,2026-05-30,billing,1,5.1
T0009096,S007313,2026-01-16,billing,1,1.1
T0009097,S007313,2026-05-22,cancellation_intent,0,
T0009098,S007313,2026-05-24,billing,1,3.7
T0009099,S007314,2026-02-28,content,1,3.9
T0009100,S007316,2026-01-11,other,1,0.5
T0009101,S007316,2026-06-14,content,0,
T0009102,S007317,2026-01-18,technical,1,0.5
T0009103,S007317,2026-02-08,billing,1,3.4
T0009104,S007318,2026-01-03,cancellation_intent,0,
T0009105,S007318,2026-05-16,cancellation_intent,0,
T0009106,S007318,2026-06-04,billing,1,1.7
T0009107,S007318,2026-06-14,billing,1,0.6
T0009108,S007320,2026-03-17,content,1,3.7
T0009109,S007320,2026-03-28,content,0,
T0009110,S007320,2026-05-14,other,1,1.9
T0009111,S007321,2026-03-09,other,1,0.5
T0009112,S007323,2026-04-27,technical,1,1.3
T0009113,S007324,2026-06-10,billing,0,
T0009114,S007325,2026-06-03,technical,1,4.7
T0009115,S007326,2026-05-14,other,1,1.0
T0009116,S007328,2026-02-28,billing,1,1.7
T0009117,S007328,2026-04-06,other,1,0.5
T0009118,S007330,2026-03-10,technical,0,
T0009119,S007330,2026-04-04,billing,0,
T0009120,S007330,2026-04-11,cancellation_intent,1,0.6
T0009121,S007330,2026-06-10,cancellation_intent,1,2.3
T0009122,S007331,2026-01-25,other,1,9.3
T0009123,S007332,2026-04-03,content,1,3.1
T0009124,S007333,2026-05-11,cancellation_intent,0,
T0009125,S007335,2026-01-07,cancellation_intent,1,3.2
T0009126,S007335,2026-01-13,cancellation_intent,1,2.0
T0009127,S007335,2026-06-10,cancellation_intent,0,
T0009128,S007336,2025-12-25,other,0,
T0009129,S007336,2026-02-21,billing,1,0.5
T0009130,S007336,2026-05-04,billing,1,0.9
T0009131,S007337,2026-04-09,billing,1,1.8
T0009132,S007337,2026-06-09,other,1,1.1
T0009133,S007338,2025-12-27,billing,1,4.4
T0009134,S007338,2025-12-29,billing,1,15.0
T0009135,S007338,2026-04-08,technical,1,1.9
T0009136,S007339,2026-04-20,technical,1,1.3
T0009137,S007340,2026-02-07,other,1,0.5
T0009138,S007340,2026-03-27,technical,1,3.0
T0009139,S007340,2026-05-17,content,1,
T0009140,S007341,2026-04-09,cancellation_intent,0,
T0009141,S007341,2026-06-05,other,0,
T0009142,S007342,2026-05-15,technical,1,0.5
T0009143,S007342,2026-05-30,content,1,0.9
T0009144,S007343,2025-12-30,technical,1,0.9
T0009145,S007343,2026-04-03,technical,1,
T0009146,S007343,2026-04-18,cancellation_intent,0,
T0009147,S007344,2026-04-25,other,1,5.3
T0009148,S007345,2026-02-14,content,1,
T0009149,S007346,2026-01-23,technical,1,0.6
T0009150,S007346,2026-04-23,technical,0,
T0009151,S007346,2026-06-13,billing,1,3.2
T0009152,S007348,2026-03-29,cancellation_intent,1,0.5
T0009153,S007348,2026-05-15,other,1,0.5
T0009154,S007348,2026-05-29,technical,0,
T0009155,S007348,2026-06-01,content,0,
T0009156,S007348,2026-06-04,cancellation_intent,1,0.5
T0009157,S007353,2026-04-21,cancellation_intent,0,
T0009158,S007355,2026-02-08,technical,1,0.8
T0009159,S007355,2026-03-25,content,1,4.3
T0009160,S007356,2026-02-25,content,1,2.5
T0009161,S007357,2026-02-18,content,1,0.5
T0009162,S007359,2026-03-28,content,1,3.2
T0009163,S007360,2025-12-31,other,0,
T0009164,S007360,2026-04-04,content,1,3.9
T0009165,S007361,2026-04-15,technical,1,1.0
T0009166,S007362,2026-05-30,other,0,
T0009167,S007363,2026-01-11,technical,0,
T0009168,S007364,2026-01-31,billing,0,
T0009169,S007365,2026-02-17,billing,1,
T0009170,S007367,2026-05-21,technical,1,14.9
T0009171,S007368,2026-02-13,cancellation_intent,1,2.9
T0009172,S007368,2026-03-08,cancellation_intent,0,
T0009173,S007369,2026-06-05,content,1,0.5
T0009174,S007370,2025-12-30,billing,1,0.7
T0009175,S007371,2026-01-10,technical,1,4.0
T0009176,S007371,2026-04-18,technical,1,4.1
T0009177,S007372,2026-02-16,content,1,5.2
T0009178,S007372,2026-05-01,technical,1,4.2
T0009179,S007372,2026-06-14,other,1,3.2
T0009180,S007374,2026-01-21,billing,1,0.5
T0009181,S007374,2026-02-15,billing,0,
T0009182,S007375,2026-02-26,cancellation_intent,1,1.5
T0009183,S007375,2026-05-29,content,0,
T0009184,S007376,2026-01-12,other,1,0.8
T0009185,S007376,2026-05-22,billing,0,
T0009186,S007376,2026-06-04,billing,1,0.5
T0009187,S007377,2026-05-30,cancellation_intent,1,1.3
T0009188,S007379,2026-04-04,billing,1,2.6
T0009189,S007379,2026-05-03,cancellation_intent,1,2.2
T0009190,S007379,2026-05-08,billing,1,0.5
T0009191,S007380,2026-05-19,billing,1,4.0
T0009192,S007381,2026-02-10,cancellation_intent,0,
T0009193,S007381,2026-02-21,billing,0,
T0009194,S007381,2026-04-27,other,0,
T0009195,S007382,2026-04-26,other,0,
T0009196,S007383,2026-04-14,content,1,0.5
T0009197,S007383,2026-06-11,other,1,1.3
T0009198,S007385,2026-01-17,billing,1,2.5
T0009199,S007389,2026-02-08,cancellation_intent,0,
T0009200,S007389,2026-02-22,technical,1,5.1
T0009201,S007389,2026-03-22,billing,1,1.0
T0009202,S007389,2026-04-06,technical,1,4.5
T0009203,S007392,2026-03-17,content,0,
T0009204,S007394,2026-04-01,technical,0,
T0009205,S007395,2026-01-25,content,1,2.7
T0009206,S007395,2026-04-16,cancellation_intent,1,0.5
T0009207,S007395,2026-05-24,cancellation_intent,1,1.1
T0009208,S007396,2026-01-14,other,1,1.3
T0009209,S007397,2026-01-15,technical,1,6.6
T0009210,S007398,2026-05-09,cancellation_intent,1,3.1
T0009211,S007398,2026-06-15,billing,1,6.5
T0009212,S007400,2025-12-29,content,1,2.3
T0009213,S007400,2026-01-28,technical,0,
T0009214,S007401,2026-02-08,other,1,0.5
T0009215,S007402,2026-04-10,other,0,
T0009216,S007402,2026-06-07,cancellation_intent,1,1.3
T0009217,S007403,2026-06-11,billing,0,
T0009218,S007404,2026-05-24,billing,1,2.7
T0009219,S007407,2026-03-16,billing,0,
T0009220,S007408,2026-05-12,technical,1,0.5
T0009221,S007408,2026-06-12,technical,1,3.3
T0009222,S007409,2026-04-26,other,1,8.9
T0009223,S007411,2026-01-05,cancellation_intent,0,
T0009224,S007411,2026-01-17,billing,0,
T0009225,S007411,2026-01-24,other,0,
T0009226,S007411,2026-03-13,other,0,
T0009227,S007411,2026-03-24,cancellation_intent,0,
T0009228,S007411,2026-04-21,content,0,
T0009229,S007413,2026-02-19,billing,1,3.6
T0009230,S007413,2026-03-18,other,1,0.5
T0009231,S007413,2026-05-21,billing,1,
T0009232,S007415,2026-02-02,other,1,0.5
T0009233,S007416,2026-01-26,other,1,0.5
T0009234,S007416,2026-02-06,content,1,0.7
T0009235,S007418,2026-02-04,other,1,
T0009236,S007422,2026-03-05,other,1,2.1
T0009237,S007422,2026-04-18,technical,1,5.4
T0009238,S007422,2026-05-26,other,1,1.5
T0009239,S007423,2026-02-01,billing,1,0.5
T0009240,S007424,2026-03-07,content,0,
T0009241,S007424,2026-03-27,billing,1,0.5
T0009242,S007425,2026-02-24,billing,0,
T0009243,S007425,2026-05-02,cancellation_intent,1,
T0009244,S007427,2026-01-07,billing,0,
T0009245,S007427,2026-04-30,cancellation_intent,1,5.6
T0009246,S007427,2026-05-04,billing,1,3.4
T0009247,S007428,2026-01-13,technical,1,1.0
T0009248,S007428,2026-06-01,cancellation_intent,1,2.8
T0009249,S007429,2026-03-16,technical,1,0.9
